                                          POR        JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
14607CARIBOU,ME                      193906-201812  24.1  22.6  20.2   8.1   0.7   0.0   0.0   0.0   0.0   1.8  11.6  24.3 113.4
14764PORTLAND,ME                     194012-201812  19.2  17.6  13.0   2.8   0.1   0.0   0.0   0.0   0.0   0.2   2.9  14.5  70.3
93721BALTIMORE,MD                    193907-201812   5.9   6.8   3.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.6   3.1  19.8
14753BLUE HILL,MA                    189304-201812  16.4  16.8  12.1   3.1   0.1   0.0   0.0   0.0   0.0   0.4   2.7  11.1  62.7
14739BOSTON,MA                       193601-201812  13.2  12.6   8.0   1.2   0.0   0.0   0.0   0.0   0.0   0.0   1.1   7.9  44.0
94746WORCESTER,MA                    194806-201812  17.1  17.8  13.0   3.0   0.2   0.0   0.0   0.0   0.0   0.6   2.9  12.4  67.0
94849ALPENA,MI                       191611-201812  19.1  14.9  12.8   4.8   0.4   0.0   0.0   0.0   0.0   0.5   6.8  16.7  76.0
94847DETROIT,MI                      195812-201812  11.9  10.7   6.7   1.6   0.0   0.0   0.0   0.0   0.0   0.1   2.4   9.8  43.2
14826FLINT,MI                        194805-201812  13.1  11.2   7.4   2.4   0.0   0.0   0.0   0.0   0.0   0.2   3.8  10.8  48.9
94860GRAND RAPIDS,MI                 196312-201812  21.6  14.6   8.9   2.5   0.0   0.0   0.0   0.0   0.0   0.5   7.4  19.5  75.0
94814HOUGHTON LAKE,MI                196407-201812  17.8  13.1  10.3   4.3   0.2   0.0   0.0   0.0   0.0   0.7   8.7  15.9  71.0
14836LANSING,MI                      194801-201812  13.2  11.0   7.5   2.6   0.0   0.0   0.0   0.0   0.0   0.3   4.7  11.7  51.0
14840MUSKEGON,MI                     189610-201812  25.7  15.8   9.4   2.1   0.1   0.0   0.0   0.0   0.0   0.4   6.5  19.7  79.7
14847SAULT STE. MARIE,MI             194801-201812  30.1  19.8  14.2   6.3   0.4   0.0   0.0   0.0   0.1   2.0  15.4  30.4 118.7
14913DULUTH,MN                       194801-201812  17.2  12.7  14.0   7.7   0.6   0.0   0.0   0.0   0.1   1.8  11.9  17.0  83.0
14918INTERNATIONAL FALLS,MN          190709-201812  13.5  10.2   8.8   5.8   0.5   0.0   0.0   0.0   0.1   1.9  11.0  12.9  64.7
14922MINNEAPOLIS-ST.PAUL,MN          193805-201812  10.3   8.4  10.1   3.0   0.1   0.0   0.0   0.0   0.0   0.5   6.8  10.1  49.3
14925ROCHESTER,MN                    189301-201812   9.9   8.0   9.1   2.9   0.2   0.0   0.0   0.0   0.0   0.6   4.7   9.7  45.1
14926SAINT CLOUD,MN                  190412-201812   8.9   7.6   9.1   3.1   0.1   0.0   0.0   0.0   0.0   0.6   6.8   8.3  44.5
03940JACKSON,MS                      195101-201812   0.4   0.3   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.0
13865MERIDIAN,MS                     194406-201812   0.4   0.1   0.1   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   0.9
93862TUPELO,MS                       196212-201812   0.9   0.6   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   2.2
03945COLUMBIA,MO                     196911-201812   5.9   5.9   2.7   0.5   0.0   0.0   0.0   0.0   0.0   0.0   1.5   4.2  20.7
03947KANSAS CITY,MO                  197210-201812   5.1   5.5   2.2   0.6   0.0   0.0   0.0   0.0   0.0   0.2   1.2   4.2  19.0
13994ST. LOUIS,MO                    193805-201812   5.4   4.4   3.7   0.3   0.0   0.0   0.0   0.0   0.0   0.0   1.2   3.6  18.6
13995SPRINGFIELD,MO                  194008-201812   4.5   4.1   3.1   0.3   0.0   0.0   0.0   0.0   0.0   0.0   1.2   3.2  16.4
24033BILLINGS,MT                     194801-201812  10.4   8.0   9.8   8.2   1.5   0.0   0.0   0.0   1.0   3.9   6.7   9.6  59.1
94008GLASGOW,MT                      194801-201812   8.3   5.1   5.0   2.9   0.8   0.0   0.0   0.0   0.1   1.3   4.1   6.8  34.4
24143GREAT FALLS,MT                  193704-201812   9.6   8.8  10.4   8.0   1.8   0.3   0.0   0.1   1.1   3.4   7.7   9.3  60.5
94012HAVRE,MT                        196102-201812   8.9   6.1   6.4   4.7   0.9   0.0   0.0   0.0   0.2   1.8   4.9   7.8  41.7
24144HELENA,MT                       193905-201812   8.3   6.1   6.5   4.4   1.1   0.1   0.0   0.1   1.1   1.9   6.0   8.1  43.7
24146KALISPELL,MT                    189612-201812  15.3  10.4   6.8   2.0   0.6   0.1   0.0   0.0   0.1   1.3   8.9  15.1  60.6
24153MISSOULA,MT                     194801-201812  11.9   8.0   5.9   1.9   0.6   0.0   0.0   0.0   0.0   0.7   5.6  11.3  45.9
14935GRAND ISLAND,NE                 193804-201812   6.1   6.5   5.5   1.7   0.1   0.0   0.0   0.0   0.1   0.6   2.9   5.8  29.3
14939LINCOLN,NE                      194801-201812   6.3   6.1   4.6   1.1   0.1   0.0   0.0   0.0   0.0   0.5   2.2   5.6  26.5
14941NORFOLK,NE                      194601-201812   6.3   5.9   5.9   2.1   0.0   0.0   0.0   0.0   0.0   0.5   3.4   6.2  30.3
24023NORTH PLATTE,NE                 194801-201812   5.4   5.6   5.9   3.0   0.2   0.0   0.0   0.0   0.1   1.6   3.5   4.7  30.0
14942OMAHA,NE                        194801-201812   6.9   6.8   5.5   0.8   0.1   0.0   0.0   0.0   0.0   0.3   2.4   5.8  28.6
24028SCOTTSBLUFF,NE                  189301-201812   5.2   5.9   7.4   5.0   1.0     T   0.0   0.0   0.3   2.5   4.7   6.4  38.4
24032VALENTINE,NE                    194801-201812   4.5   6.0   7.3   4.3   0.3   0.0   0.0   0.0   0.3   1.2   4.5   5.1  33.5
24121ELKO,NV                         188804-201812  10.4   6.6   5.6   2.4   0.6   0.0   0.0   0.0   0.0   0.7   3.9   8.8  39.0
23154ELY,NV                          189301-201812   9.5   8.2   9.9   6.1   2.3   0.1   0.0   0.0   0.3   2.1   5.3   8.0  51.8
23169LAS VEGAS,NV                    194809-201812   0.6   0.0     T   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.1   0.8
23185RENO,NV                         193703-201812   5.4   4.9   3.8   1.0   0.6   0.0   0.0   0.0   0.0   0.3   1.9   4.6  22.5
24128WINNEMUCCA,NV                   187707-201812   6.4   4.4   4.0   1.9   0.4   0.0   0.0   0.0   0.0   0.5   2.3   5.7  25.6
14745CONCORD,NH                      193911-201812  17.9  15.6  11.8   2.4   0.1   0.0   0.0   0.0   0.0   0.4   3.4  13.7  65.3
14755MT. WASHINGTON,NH               194802-201812  43.0  45.1  47.2  34.7  11.8   1.2   0.0   0.1   1.8  15.3  34.3  48.9 283.4
93730ATLANTIC CITY,NJ                195807-201812   6.0   6.3   2.3   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.3   2.9  18.2
14734NEWARK,NJ                       189301-201812   8.5   9.1   5.1   0.8   0.0   0.0   0.0   0.0   0.0   0.1   1.1   5.5  30.2
23050ALBUQUERQUE,NM                  193103-201812   2.1   1.9   1.5   0.5   0.0   0.0   0.0   0.0   0.0   0.1   1.0   2.5   9.6
23051CLAYTON,NM                      189602-201812   3.2   3.7   4.5   2.1   0.4   0.0   0.0   0.0   0.1   0.5   2.9   4.8  22.2
23009ROSWELL,NM                      194901-201812   2.5   2.1   0.6   0.2   0.0   0.0   0.0   0.0   0.0   0.1   1.2   3.1   9.8
14735ALBANY,NY                       193806-201812  16.3  13.9  11.4   2.4   0.1   0.0   0.0   0.0   0.0   0.2   3.8  13.6  61.7
04725BINGHAMTON,NY                   195106-201812  20.2  18.0  15.1   4.4   0.2   0.0   0.0   0.0   0.0   0.7   7.8  18.1  84.5
14733BUFFALO,NY                      193902-201812  24.6  18.2  12.4   2.9   0.2   0.0   0.0   0.0   0.0   0.5  10.0  23.1  91.9
04781ISLIP,NY                        196309-201812   9.8   9.7   5.4   0.8   0.0   0.0   0.0   0.0   0.0   0.0   0.6   4.1  30.4
94728NEW YORK Central Park,NY        186901-201812   7.9   8.9   4.9   0.8   0.0   0.0   0.0   0.0   0.0   0.0   0.8   5.4  28.7
94789NEW YORK JFK AP,NY              194808-201812   7.6   8.5   3.9   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.4   4.3  25.2
14732NEW YORK Laguardia AP,NY        194001-201812   7.7   8.6   4.6   0.6   0.0   0.0   0.0   0.0   0.0   0.0   0.4   4.8  26.7
14768ROCHESTER,NY                    192601-201812  22.9  21.6  15.3   3.3   0.2   0.0   0.0   0.0   0.0   0.2   6.7  19.1  89.3
14771SYRACUSE,NY                     193805-201812  30.0  26.9  17.6   3.3   0.1   0.0   0.0   0.0   0.0   0.4   9.3  27.1 114.7
03812ASHEVILLE,NC                    194601-201812   4.1   3.2   2.0   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.6   2.0  12.3
93729CAPE HATTERAS,NC                195703-201812   0.5   0.5   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   1.9
13881CHARLOTTE,NC                    193907-201812   2.0   1.6   0.9     T   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.5   5.1
13723GREENSBORO-WNSTN-SALM-HGHPT,NC  192811-201812   3.2   2.4   1.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   1.3   8.5
13722RALEIGH,NC                      194406-201812   2.5   2.3   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.1   0.8   6.7
13748WILMINGTON,NC                   194801-201812   0.5   0.4   0.3   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   1.6
24011BISMARCK,ND                     194801-201812   8.3   7.2   8.5   4.0   0.7   0.0   0.0   0.0   0.1   1.4   6.7   8.5  45.4
14914FARGO,ND                        194202-201812   9.2   6.5   7.8   3.4   0.1   0.0   0.0   0.0   0.0   0.7   5.9   8.6  42.2
14916GRAND FORKS,ND                  194104-201812   9.3   6.0   7.4   2.7   0.2   0.0   0.0   0.0   0.0   1.0   5.9   8.7  41.2
94014WILLISTON,ND                    189401-201311   7.0   5.0   6.5   3.4   0.5   0.0   0.0   0.0   0.2   1.6   4.8   6.6  35.6
14895AKRON,OH                        194807-201812  12.2  10.5   8.5   2.3   0.1   0.0   0.0   0.0   0.0   0.4   4.0   9.7  47.7
93814CINCINNATI,OH                   194801-201812   7.3   6.0   4.1   0.5   0.0   0.0   0.0   0.0   0.0   0.2   1.6   4.1  23.8
14820CLEVELAND,OH                    193805-201812  14.7  13.1  10.5   2.5   0.0   0.0   0.0   0.0   0.0   0.4   4.9  11.9  58.0
14821COLUMBUS,OH                     194801-201812   8.9   6.7   4.4   0.8   0.0   0.0   0.0   0.0   0.0   0.1   1.9   5.5  28.3
93815DAYTON,OH                       194801-201812   8.3   6.3   5.0   0.6   0.0   0.0   0.0   0.0   0.0   0.2   1.7   5.3  27.4
14891MANSFIELD,OH                    194808-201812  12.2  10.9   7.4   1.9   0.0   0.0   0.0   0.0   0.0   0.3   2.5   9.0  44.2
94830TOLEDO,OH                       195501-201812  10.6   9.2   5.8   1.5   0.0   0.0   0.0   0.0   0.0   0.1   2.5   7.9  37.6
14852YOUNGSTOWN,OH                   193408-201812  14.6  12.1  10.0   2.5   0.1   0.0   0.0   0.0   0.0   0.5   4.9  12.7  57.4
13967OKLAHOMA CITY,OK                194801-201812   2.6   2.3   1.2   0.0   0.0   0.0   0.0   0.0   0.0     T   0.6   1.9   8.6
13968TULSA,OK                        193812-201812   2.8   2.4   1.7   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.6   1.7   9.2
94224ASTORIA,OR                      195302-201309   2.0   0.4   0.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.1   4.2
94185BURNS,OR                        198005-199511   7.0   6.7   3.8   0.7   0.2   0.0   0.0   0.0   0.0   0.7   6.0  10.2  35.3
24221EUGENE,OR                       193806-201812   3.2   0.9   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   1.1   5.8
24225MEDFORD,OR                      192801-201812   2.8   1.2   0.6   0.2     T   0.0   0.0   0.0   0.0   0.0   0.4   1.3   6.5
24155PENDLETON,OR                    192801-201812   6.2   3.4   0.8   0.1   0.0   0.0   0.0   0.0   0.0   0.1   1.5   4.4  16.5
24229PORTLAND,OR                     193902-201812   3.0   1.3   0.4   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   1.3   6.4
